trans_id,lang,translation
"http://aikataulut.hsl.fi/pysakit/fi/4810238.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4810238.html"
"http://aikataulut.hsl.fi/pysakit/fi/4200211.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4200211.html"
"http://aikataulut.hsl.fi/pysakit/fi/4140259.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4140259.html"
"http://aikataulut.hsl.fi/pysakit/fi/4690203.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4690203.html"
"http://aikataulut.hsl.fi/pysakit/fi/4690204.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4690204.html"
"http://aikataulut.hsl.fi/pysakit/fi/4690205.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4690205.html"
"http://aikataulut.hsl.fi/pysakit/fi/4940220.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4940220.html"
"http://aikataulut.hsl.fi/pysakit/fi/4940221.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4940221.html"
"http://aikataulut.hsl.fi/pysakit/fi/4510231.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4510231.html"
"http://aikataulut.hsl.fi/pysakit/fi/4900203.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4900203.html"
"http://aikataulut.hsl.fi/pysakit/fi/4940218.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4940218.html"
"http://aikataulut.hsl.fi/pysakit/fi/4940219.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4940219.html"
"http://aikataulut.hsl.fi/pysakit/fi/4940206.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4940206.html"
"http://aikataulut.hsl.fi/pysakit/fi/4940207.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4940207.html"
"http://aikataulut.hsl.fi/pysakit/fi/4600501.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4600501.html"
"http://aikataulut.hsl.fi/pysakit/fi/4600551.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4600551.html"
"http://aikataulut.hsl.fi/pysakit/fi/4600207.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4600207.html"
"http://aikataulut.hsl.fi/pysakit/fi/4600208.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4600208.html"
"http://aikataulut.hsl.fi/pysakit/fi/4970242.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4970242.html"
"http://aikataulut.hsl.fi/pysakit/fi/4930226.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4930226.html"
"http://aikataulut.hsl.fi/pysakit/fi/4930230.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4930230.html"
"http://aikataulut.hsl.fi/pysakit/fi/4710221.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4710221.html"
"http://aikataulut.hsl.fi/pysakit/fi/4710222.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4710222.html"
"http://aikataulut.hsl.fi/pysakit/fi/4710219.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4710219.html"
"http://aikataulut.hsl.fi/pysakit/fi/4710220.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4710220.html"
"http://aikataulut.hsl.fi/pysakit/fi/4200212.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4200212.html"
"http://aikataulut.hsl.fi/pysakit/fi/4840222.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4840222.html"
"http://aikataulut.hsl.fi/pysakit/fi/4840223.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4840223.html"
"http://aikataulut.hsl.fi/pysakit/fi/4660205.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4660205.html"
"http://aikataulut.hsl.fi/pysakit/fi/4660229.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4660229.html"
"http://aikataulut.hsl.fi/pysakit/fi/4970203.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4970203.html"
"http://aikataulut.hsl.fi/pysakit/fi/4970204.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4970204.html"
"http://aikataulut.hsl.fi/pysakit/fi/4970294.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4970294.html"
"http://aikataulut.hsl.fi/pysakit/fi/4660209.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4660209.html"
"http://aikataulut.hsl.fi/pysakit/fi/4660210.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4660210.html"
"http://aikataulut.hsl.fi/pysakit/fi/4150268.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4150268.html"
"http://aikataulut.hsl.fi/pysakit/fi/4150269.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4150269.html"
"http://aikataulut.hsl.fi/pysakit/fi/4410254.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4410254.html"
"http://aikataulut.hsl.fi/pysakit/fi/4640225.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4640225.html"
"http://aikataulut.hsl.fi/pysakit/fi/4640226.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4640226.html"
"http://aikataulut.hsl.fi/pysakit/fi/4840208.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4840208.html"
"http://aikataulut.hsl.fi/pysakit/fi/4840209.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4840209.html"
"http://aikataulut.hsl.fi/pysakit/fi/4230221.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4230221.html"
"http://aikataulut.hsl.fi/pysakit/fi/4230222.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4230222.html"
"http://aikataulut.hsl.fi/pysakit/fi/4120236.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4120236.html"
"http://aikataulut.hsl.fi/pysakit/fi/4100207.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4100207.html"
"http://aikataulut.hsl.fi/pysakit/fi/4100211.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4100211.html"
"http://aikataulut.hsl.fi/pysakit/fi/4120290.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4120290.html"
"http://aikataulut.hsl.fi/pysakit/fi/4180231.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4180231.html"
"http://aikataulut.hsl.fi/pysakit/fi/4250214.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4250214.html"
"http://aikataulut.hsl.fi/pysakit/fi/4250215.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4250215.html"
"http://aikataulut.hsl.fi/pysakit/fi/4640227.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4640227.html"
"http://aikataulut.hsl.fi/pysakit/fi/4640229.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4640229.html"
"http://aikataulut.hsl.fi/pysakit/fi/4530216.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4530216.html"
"http://aikataulut.hsl.fi/pysakit/fi/4530201.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4530201.html"
"http://aikataulut.hsl.fi/pysakit/fi/4530202.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4530202.html"
"http://aikataulut.hsl.fi/pysakit/fi/4680237.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4680237.html"
"http://aikataulut.hsl.fi/pysakit/fi/4680217.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4680217.html"
"http://aikataulut.hsl.fi/pysakit/fi/4680218.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4680218.html"
"http://aikataulut.hsl.fi/pysakit/fi/4710208.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4710208.html"
"http://aikataulut.hsl.fi/pysakit/fi/4710209.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4710209.html"
"http://aikataulut.hsl.fi/pysakit/fi/4710206.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4710206.html"
"http://aikataulut.hsl.fi/pysakit/fi/4710207.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4710207.html"
"http://aikataulut.hsl.fi/pysakit/fi/4130229.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4130229.html"
"http://aikataulut.hsl.fi/pysakit/fi/4840206.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4840206.html"
"http://aikataulut.hsl.fi/pysakit/fi/4840207.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4840207.html"
"http://aikataulut.hsl.fi/pysakit/fi/4150297.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4150297.html"
"http://aikataulut.hsl.fi/pysakit/fi/4150298.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4150298.html"
"http://aikataulut.hsl.fi/pysakit/fi/4400211.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4400211.html"
"http://aikataulut.hsl.fi/pysakit/fi/4400212.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4400212.html"
"http://aikataulut.hsl.fi/pysakit/fi/4400217.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4400217.html"
"http://aikataulut.hsl.fi/pysakit/fi/4830210.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4830210.html"
"http://aikataulut.hsl.fi/pysakit/fi/4830211.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4830211.html"
"http://aikataulut.hsl.fi/pysakit/fi/4500224.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4500224.html"
"http://aikataulut.hsl.fi/pysakit/fi/4510248.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4510248.html"
"http://aikataulut.hsl.fi/pysakit/fi/4510249.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4510249.html"
"http://aikataulut.hsl.fi/pysakit/fi/4510250.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4510250.html"
"http://aikataulut.hsl.fi/pysakit/fi/4960298.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4960298.html"
"http://aikataulut.hsl.fi/pysakit/fi/4960299.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4960299.html"
"http://aikataulut.hsl.fi/pysakit/fi/4960219.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4960219.html"
"http://aikataulut.hsl.fi/pysakit/fi/4960220.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4960220.html"
"http://aikataulut.hsl.fi/pysakit/fi/4620218.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4620218.html"
"http://aikataulut.hsl.fi/pysakit/fi/4620222.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4620222.html"
"http://aikataulut.hsl.fi/pysakit/fi/4620227.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4620227.html"
"http://aikataulut.hsl.fi/pysakit/fi/4860238.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4860238.html"
"http://aikataulut.hsl.fi/pysakit/fi/4860239.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4860239.html"
"http://aikataulut.hsl.fi/pysakit/fi/4850204.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4850204.html"
"http://aikataulut.hsl.fi/pysakit/fi/4850205.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4850205.html"
"http://aikataulut.hsl.fi/pysakit/fi/4830209.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4830209.html"
"http://aikataulut.hsl.fi/pysakit/fi/4840212.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4840212.html"
"http://aikataulut.hsl.fi/pysakit/fi/4320216.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4320216.html"
"http://aikataulut.hsl.fi/pysakit/fi/4320217.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4320217.html"
"http://aikataulut.hsl.fi/pysakit/fi/4950217.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4950217.html"
"http://aikataulut.hsl.fi/pysakit/fi/4810206.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4810206.html"
"http://aikataulut.hsl.fi/pysakit/fi/4810207.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4810207.html"
"http://aikataulut.hsl.fi/pysakit/fi/4410207.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4410207.html"
"http://aikataulut.hsl.fi/pysakit/fi/4410292.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4410292.html"
"http://aikataulut.hsl.fi/pysakit/fi/4510226.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4510226.html"
"http://aikataulut.hsl.fi/pysakit/fi/4510227.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4510227.html"
"http://aikataulut.hsl.fi/pysakit/fi/4520244.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4520244.html"
"http://aikataulut.hsl.fi/pysakit/fi/4520248.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4520248.html"
"http://aikataulut.hsl.fi/pysakit/fi/4680238.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4680238.html"
"http://aikataulut.hsl.fi/pysakit/fi/4680239.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4680239.html"
"http://aikataulut.hsl.fi/pysakit/fi/4210242.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4210242.html"
"http://aikataulut.hsl.fi/pysakit/fi/4680223.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4680223.html"
"http://aikataulut.hsl.fi/pysakit/fi/4680224.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4680224.html"
"http://aikataulut.hsl.fi/pysakit/fi/4840218.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4840218.html"
"http://aikataulut.hsl.fi/pysakit/fi/4140239.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4140239.html"
"http://aikataulut.hsl.fi/pysakit/fi/4140240.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4140240.html"
"http://aikataulut.hsl.fi/pysakit/fi/4820222.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4820222.html"
"http://aikataulut.hsl.fi/pysakit/fi/4820223.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4820223.html"
"http://aikataulut.hsl.fi/pysakit/fi/4160230.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4160230.html"
"http://aikataulut.hsl.fi/pysakit/fi/4160231.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4160231.html"
"http://aikataulut.hsl.fi/pysakit/fi/4130220.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4130220.html"
"http://aikataulut.hsl.fi/pysakit/fi/4130230.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4130230.html"
"http://aikataulut.hsl.fi/pysakit/fi/4630227.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4630227.html"
"http://aikataulut.hsl.fi/pysakit/fi/4160205.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4160205.html"
"http://aikataulut.hsl.fi/pysakit/fi/4160203.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4160203.html"
"http://aikataulut.hsl.fi/pysakit/fi/4920203.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4920203.html"
"http://aikataulut.hsl.fi/pysakit/fi/4920204.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4920204.html"
"http://aikataulut.hsl.fi/pysakit/fi/4160215.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4160215.html"
"http://aikataulut.hsl.fi/pysakit/fi/4160216.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4160216.html"
"http://aikataulut.hsl.fi/pysakit/fi/4160201.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4160201.html"
"http://aikataulut.hsl.fi/pysakit/fi/4160202.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4160202.html"
"http://aikataulut.hsl.fi/pysakit/fi/4160206.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4160206.html"
"http://aikataulut.hsl.fi/pysakit/fi/4160207.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4160207.html"
"http://aikataulut.hsl.fi/pysakit/fi/4160208.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4160208.html"
"http://aikataulut.hsl.fi/pysakit/fi/4160209.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4160209.html"
"http://aikataulut.hsl.fi/pysakit/fi/4120214.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4120214.html"
"http://aikataulut.hsl.fi/pysakit/fi/4120215.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4120215.html"
"http://aikataulut.hsl.fi/pysakit/fi/4640209.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4640209.html"
"http://aikataulut.hsl.fi/pysakit/fi/4640210.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4640210.html"
"http://aikataulut.hsl.fi/pysakit/fi/4640233.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4640233.html"
"http://aikataulut.hsl.fi/pysakit/fi/4980209.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4980209.html"
"http://aikataulut.hsl.fi/pysakit/fi/4980210.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4980210.html"
"http://aikataulut.hsl.fi/pysakit/fi/4710223.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4710223.html"
"http://aikataulut.hsl.fi/pysakit/fi/4650219.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4650219.html"
"http://aikataulut.hsl.fi/pysakit/fi/4650220.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4650220.html"
"http://aikataulut.hsl.fi/pysakit/fi/4410252.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4410252.html"
"http://aikataulut.hsl.fi/pysakit/fi/4410258.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4410258.html"
"http://aikataulut.hsl.fi/pysakit/fi/4410253.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4410253.html"
"http://aikataulut.hsl.fi/pysakit/fi/4410257.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4410257.html"
"http://aikataulut.hsl.fi/pysakit/fi/4410298.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4410298.html"
"http://aikataulut.hsl.fi/pysakit/fi/4410299.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4410299.html"
"http://aikataulut.hsl.fi/pysakit/fi/4810233.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4810233.html"
"http://aikataulut.hsl.fi/pysakit/fi/4810234.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4810234.html"
"http://aikataulut.hsl.fi/pysakit/fi/4660294.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4660294.html"
"http://aikataulut.hsl.fi/pysakit/fi/4660297.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4660297.html"
"http://aikataulut.hsl.fi/pysakit/fi/4660230.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4660230.html"
"http://aikataulut.hsl.fi/pysakit/fi/4660218.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4660218.html"
"http://aikataulut.hsl.fi/pysakit/fi/4660220.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4660220.html"
"http://aikataulut.hsl.fi/pysakit/fi/4960227.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4960227.html"
"http://aikataulut.hsl.fi/pysakit/fi/4230229.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4230229.html"
"http://aikataulut.hsl.fi/pysakit/fi/4940293.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4940293.html"
"http://aikataulut.hsl.fi/pysakit/fi/4120207.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4120207.html"
"http://aikataulut.hsl.fi/pysakit/fi/4120208.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4120208.html"
"http://aikataulut.hsl.fi/pysakit/fi/4730297.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4730297.html"
"http://aikataulut.hsl.fi/pysakit/fi/4710204.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4710204.html"
"http://aikataulut.hsl.fi/pysakit/fi/4710205.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4710205.html"
"http://aikataulut.hsl.fi/pysakit/fi/4860256.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4860256.html"
"http://aikataulut.hsl.fi/pysakit/fi/4860257.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4860257.html"
"http://aikataulut.hsl.fi/pysakit/fi/4340200.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4340200.html"
"http://aikataulut.hsl.fi/pysakit/fi/4960214.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4960214.html"
"http://aikataulut.hsl.fi/pysakit/fi/4960215.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4960215.html"
"http://aikataulut.hsl.fi/pysakit/fi/4940222.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4940222.html"
"http://aikataulut.hsl.fi/pysakit/fi/4940223.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4940223.html"
"http://aikataulut.hsl.fi/pysakit/fi/4960208.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4960208.html"
"http://aikataulut.hsl.fi/pysakit/fi/4960296.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4960296.html"
"http://aikataulut.hsl.fi/pysakit/fi/4240213.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4240213.html"
"http://aikataulut.hsl.fi/pysakit/fi/4240214.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4240214.html"
"http://aikataulut.hsl.fi/pysakit/fi/4120225.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4120225.html"
"http://aikataulut.hsl.fi/pysakit/fi/4970210.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4970210.html"
"http://aikataulut.hsl.fi/pysakit/fi/4970236.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4970236.html"
"http://aikataulut.hsl.fi/pysakit/fi/4970237.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4970237.html"
"http://aikataulut.hsl.fi/pysakit/fi/4330201.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4330201.html"
"http://aikataulut.hsl.fi/pysakit/fi/4330214.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4330214.html"
"http://aikataulut.hsl.fi/pysakit/fi/4330216.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4330216.html"
"http://aikataulut.hsl.fi/pysakit/fi/4330212.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4330212.html"
"http://aikataulut.hsl.fi/pysakit/fi/4330213.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4330213.html"
"http://aikataulut.hsl.fi/pysakit/fi/4410262.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4410262.html"
"http://aikataulut.hsl.fi/pysakit/fi/4410264.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4410264.html"
"http://aikataulut.hsl.fi/pysakit/fi/4410265.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4410265.html"
"http://aikataulut.hsl.fi/pysakit/fi/4750208.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4750208.html"
"http://aikataulut.hsl.fi/pysakit/fi/4750213.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4750213.html"
"http://aikataulut.hsl.fi/pysakit/fi/4930224.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4930224.html"
"http://aikataulut.hsl.fi/pysakit/fi/4680209.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4680209.html"
"http://aikataulut.hsl.fi/pysakit/fi/4680210.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4680210.html"
"http://aikataulut.hsl.fi/pysakit/fi/4610214.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4610214.html"
"http://aikataulut.hsl.fi/pysakit/fi/4610213.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4610213.html"
"http://aikataulut.hsl.fi/pysakit/fi/4820206.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4820206.html"
"http://aikataulut.hsl.fi/pysakit/fi/4510233.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4510233.html"
"http://aikataulut.hsl.fi/pysakit/fi/4940292.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4940292.html"
"http://aikataulut.hsl.fi/pysakit/fi/4960201.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4960201.html"
"http://aikataulut.hsl.fi/pysakit/fi/4960202.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4960202.html"
"http://aikataulut.hsl.fi/pysakit/fi/4930202.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4930202.html"
"http://aikataulut.hsl.fi/pysakit/fi/4910217.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4910217.html"
"http://aikataulut.hsl.fi/pysakit/fi/4910218.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4910218.html"
"http://aikataulut.hsl.fi/pysakit/fi/4220201.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4220201.html"
"http://aikataulut.hsl.fi/pysakit/fi/4220202.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4220202.html"
"http://aikataulut.hsl.fi/pysakit/fi/4220209.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4220209.html"
"http://aikataulut.hsl.fi/pysakit/fi/4630215.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4630215.html"
"http://aikataulut.hsl.fi/pysakit/fi/4630216.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4630216.html"
"http://aikataulut.hsl.fi/pysakit/fi/4230226.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4230226.html"
"http://aikataulut.hsl.fi/pysakit/fi/4400234.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4400234.html"
"http://aikataulut.hsl.fi/pysakit/fi/4400236.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4400236.html"
"http://aikataulut.hsl.fi/pysakit/fi/4660204.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4660204.html"
"http://aikataulut.hsl.fi/pysakit/fi/4340203.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4340203.html"
"http://aikataulut.hsl.fi/pysakit/fi/4340204.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4340204.html"
"http://aikataulut.hsl.fi/pysakit/fi/4340214.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4340214.html"
"http://aikataulut.hsl.fi/pysakit/fi/4340215.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4340215.html"
"http://aikataulut.hsl.fi/pysakit/fi/4340216.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4340216.html"
"http://aikataulut.hsl.fi/pysakit/fi/4950209.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4950209.html"
"http://aikataulut.hsl.fi/pysakit/fi/4970240.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4970240.html"
"http://aikataulut.hsl.fi/pysakit/fi/4970241.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4970241.html"
"http://aikataulut.hsl.fi/pysakit/fi/4600209.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4600209.html"
"http://aikataulut.hsl.fi/pysakit/fi/4600210.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4600210.html"
"http://aikataulut.hsl.fi/pysakit/fi/4130227.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4130227.html"
"http://aikataulut.hsl.fi/pysakit/fi/4130298.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4130298.html"
"http://aikataulut.hsl.fi/pysakit/fi/4130203.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4130203.html"
"http://aikataulut.hsl.fi/pysakit/fi/4130204.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4130204.html"
"http://aikataulut.hsl.fi/pysakit/fi/4130219.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4130219.html"
"http://aikataulut.hsl.fi/pysakit/fi/4140297.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4140297.html"
